"","SUCP","STATECD","SPCD","cycle_aw","STATUSCD","SizeClass","Treecount","ExpanFactor","TPA","DSTRBCD1","DSTRBYR1","Fire"
"234","4_1_9_82709","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"235","4_1_9_86115","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"236","4_1_9_86115","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"237","4_1_9_87425","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"238","4_1_9_87425","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"239","4_1_9_88474","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"240","4_1_9_88474","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"241","4_1_9_89351","Arizona",122,"1",1,"A",5,74.96528,374.8264,NA,NA,"1"
"242","4_1_9_89351","Arizona",122,"2",1,"A",0,74.96528,0,"1",2008,"1"
"243","4_2_1_80149","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"244","4_2_1_80149","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"245","4_2_1_80782","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"246","4_2_1_80782","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"247","4_2_1_80787","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"248","4_2_1_80787","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"249","4_2_1_80812","Arizona",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"1"
"250","4_2_1_80812","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"251","4_2_1_81069","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"252","4_2_1_81069","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"253","4_2_1_81448","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"254","4_2_1_81448","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"255","4_2_1_81509","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"256","4_2_1_81509","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"257","4_2_1_81780","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"258","4_2_1_81780","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"259","4_2_1_81874","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"260","4_2_1_81874","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"261","4_2_1_82001","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"262","4_2_1_82001","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"263","4_2_1_82553","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"264","4_2_1_82553","Arizona",122,"2",1,"A",13,74.96528,974.54864,NA,NA,"0"
"265","4_2_1_82678","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"266","4_2_1_82678","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"267","4_2_1_83235","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"268","4_2_1_83235","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"269","4_2_1_83690","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"270","4_2_1_83690","Arizona",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"271","4_2_1_83865","Arizona",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"1"
"272","4_2_1_83865","Arizona",122,"2",1,"A",0,74.96528,0,"1",2008,"1"
"273","4_2_1_83906","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"274","4_2_1_83906","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"275","4_2_1_84339","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"276","4_2_1_84339","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"277","4_2_1_84689","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"278","4_2_1_84689","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"279","4_2_1_85132","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"280","4_2_1_85132","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"281","4_2_1_85333","Arizona",122,"1",1,"A",5,74.96528,374.8264,NA,NA,"0"
"282","4_2_1_85333","Arizona",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"283","4_2_1_85709","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"284","4_2_1_85709","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"285","4_2_1_85737","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"286","4_2_1_85737","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"287","4_2_1_86463","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"0"
"288","4_2_1_86463","Arizona",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"289","4_2_1_86791","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"290","4_2_1_86791","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"291","4_2_1_86880","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"292","4_2_1_86880","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"293","4_2_1_87168","Arizona",122,"1",1,"A",23,74.96528,1724.20144,NA,NA,"0"
"294","4_2_1_87168","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"295","4_2_1_87724","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"296","4_2_1_87724","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"297","4_2_1_87966","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"298","4_2_1_87966","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"299","4_2_1_87975","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"300","4_2_1_87975","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"301","4_2_1_88215","Arizona",122,"1",1,"A",8,74.96528,599.72224,NA,NA,"0"
"302","4_2_1_88215","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"303","4_2_1_88559","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"304","4_2_1_88559","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"305","4_2_1_88579","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"306","4_2_1_88579","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"307","4_2_1_88667","Arizona",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"308","4_2_1_88667","Arizona",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"309","4_2_1_88922","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"310","4_2_1_88922","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"311","4_2_1_89027","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"312","4_2_1_89027","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"313","4_2_1_89131","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"314","4_2_1_89131","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"315","4_2_1_89153","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"316","4_2_1_89153","Arizona",122,"2",1,"A",1,74.96528,74.96528,"1",2011,"1"
"317","4_2_1_89182","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"318","4_2_1_89182","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"319","4_2_1_89347","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"320","4_2_1_89347","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"321","4_2_1_89680","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"322","4_2_1_89680","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"323","4_2_1_89700","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"324","4_2_1_89700","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"325","4_2_1_90017","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"0"
"326","4_2_1_90017","Arizona",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"327","4_2_1_90036","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"328","4_2_1_90036","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"329","4_2_1_90192","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"330","4_2_1_90192","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"331","4_2_1_90273","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"332","4_2_1_90273","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"333","4_2_1_90367","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"334","4_2_1_90367","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"335","4_2_1_90896","Arizona",122,"1",1,"A",41,74.96528,3073.57648,NA,NA,"1"
"336","4_2_1_90896","Arizona",122,"2",1,"A",56,74.96528,4198.05568,"1",2011,"1"
"337","4_2_1_90909","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"338","4_2_1_90909","Arizona",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"339","4_2_1_91187","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"340","4_2_1_91187","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"341","4_2_1_91211","Arizona",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"342","4_2_1_91211","Arizona",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"343","4_2_1_91500","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"344","4_2_1_91500","Arizona",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"345","4_2_1_91771","Arizona",122,"1",1,"A",14,74.96528,1049.51392,NA,NA,"0"
"346","4_2_1_91771","Arizona",122,"2",1,"A",12,74.96528,899.58336,NA,NA,"0"
"347","4_2_1_91849","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"348","4_2_1_91849","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"349","4_2_1_92044","Arizona",122,"1",1,"A",12,74.96528,899.58336,NA,NA,"0"
"350","4_2_1_92044","Arizona",122,"2",1,"A",24,74.96528,1799.16672,NA,NA,"0"
"351","4_2_15_84278","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"352","4_2_15_84278","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"353","4_2_17_80075","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"354","4_2_17_80075","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"355","4_2_17_80086","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"356","4_2_17_80086","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"357","4_2_17_80309","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"358","4_2_17_80309","Arizona",122,"2",1,"A",0,74.96528,0,"1",2002,"1"
"359","4_2_17_81274","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"360","4_2_17_81274","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"361","4_2_17_81378","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"362","4_2_17_81378","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"363","4_2_17_81575","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"364","4_2_17_81575","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"365","4_2_17_81822","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"1"
"366","4_2_17_81822","Arizona",122,"2",1,"A",0,74.96528,0,"1",2002,"1"
"367","4_2_17_83080","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"368","4_2_17_83080","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"369","4_2_17_83336","Arizona",122,"1",1,"A",24,74.96528,1799.16672,NA,NA,"1"
"370","4_2_17_83336","Arizona",122,"2",1,"A",1,74.96528,74.96528,"1",2002,"1"
"371","4_2_17_83364","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"372","4_2_17_83364","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"373","4_2_17_83519","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"374","4_2_17_83519","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"375","4_2_17_83820","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"376","4_2_17_83820","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"377","4_2_17_83913","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"378","4_2_17_83913","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"379","4_2_17_84756","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"380","4_2_17_84756","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"381","4_2_17_84823","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"382","4_2_17_84823","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"383","4_2_17_85838","Arizona",122,"1",1,"A",52,74.96528,3898.19456,NA,NA,"0"
"384","4_2_17_85838","Arizona",122,"2",1,"A",21,74.96528,1574.27088,NA,NA,"0"
"385","4_2_17_87144","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"386","4_2_17_87144","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"387","4_2_17_87313","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"388","4_2_17_87313","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"389","4_2_17_87727","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"390","4_2_17_87727","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"391","4_2_17_87934","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"392","4_2_17_87934","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"393","4_2_17_88291","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"394","4_2_17_88291","Arizona",122,"2",1,"A",3,74.96528,224.89584,"1",2002,"1"
"395","4_2_17_88348","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"396","4_2_17_88348","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"397","4_2_17_89103","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"398","4_2_17_89103","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"399","4_2_17_90018","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"400","4_2_17_90018","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"401","4_2_17_90066","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"402","4_2_17_90066","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"403","4_2_17_90933","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"404","4_2_17_90933","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"405","4_2_17_91102","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"406","4_2_17_91102","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"407","4_2_17_91257","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"1"
"408","4_2_17_91257","Arizona",122,"2",1,"A",9,74.96528,674.68752,"1",2002,"1"
"409","4_2_17_92066","Arizona",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"410","4_2_17_92066","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"411","4_2_25_80129","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"412","4_2_25_80129","Arizona",122,"2",1,"A",0,74.96528,0,"1",2006,"1"
"413","4_2_25_81867","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"414","4_2_25_81867","Arizona",122,"2",1,"A",0,74.96528,0,"1",2008,"1"
"415","4_2_25_82140","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"1"
"416","4_2_25_82140","Arizona",122,"2",1,"A",0,74.96528,0,"1",2008,"1"
"417","4_2_25_82972","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"418","4_2_25_82972","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"419","4_2_25_84798","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"420","4_2_25_84798","Arizona",122,"2",1,"A",1,74.96528,74.96528,"1",2005,"1"
"421","4_2_5_80013","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"422","4_2_5_80013","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"423","4_2_5_80032","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"424","4_2_5_80032","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"425","4_2_5_80051","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"426","4_2_5_80051","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"427","4_2_5_80102","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"428","4_2_5_80102","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"429","4_2_5_80202","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"430","4_2_5_80202","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"431","4_2_5_80346","Arizona",122,"1",1,"A",13,74.96528,974.54864,NA,NA,"0"
"432","4_2_5_80346","Arizona",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"433","4_2_5_80406","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"434","4_2_5_80406","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"435","4_2_5_80531","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"436","4_2_5_80531","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"437","4_2_5_80619","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"438","4_2_5_80619","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"439","4_2_5_80631","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"440","4_2_5_80631","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"441","4_2_5_80748","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"442","4_2_5_80748","Arizona",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"443","4_2_5_80851","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"444","4_2_5_80851","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"445","4_2_5_80941","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"446","4_2_5_80941","Arizona",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"447","4_2_5_81010","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"448","4_2_5_81010","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"449","4_2_5_81280","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"0"
"450","4_2_5_81280","Arizona",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"451","4_2_5_81674","Arizona",122,"1",1,"A",8,74.96528,599.72224,NA,NA,"0"
"452","4_2_5_81674","Arizona",122,"2",1,"A",8,74.96528,599.72224,NA,NA,"0"
"453","4_2_5_81746","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"454","4_2_5_81746","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"455","4_2_5_81776","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"456","4_2_5_81776","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"457","4_2_5_81906","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"458","4_2_5_81906","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"459","4_2_5_81957","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"460","4_2_5_81957","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"461","4_2_5_82333","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"462","4_2_5_82333","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"463","4_2_5_82372","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"1"
"464","4_2_5_82372","Arizona",122,"2",1,"A",1,74.96528,74.96528,"1",2017,"1"
"465","4_2_5_82570","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"466","4_2_5_82570","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"467","4_2_5_82604","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"468","4_2_5_82604","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"469","4_2_5_82657","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"470","4_2_5_82657","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"471","4_2_5_82748","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"472","4_2_5_82748","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"473","4_2_5_82983","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"474","4_2_5_82983","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"475","4_2_5_83057","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"476","4_2_5_83057","Arizona",122,"2",1,"A",22,74.96528,1649.23616,NA,NA,"0"
