"","SUCP","STATECD","SPCD","cycle_aw","STATUSCD","SizeClass","Treecount","ExpanFactor","TPA","DSTRBCD1","DSTRBYR1","Fire"
"723","49_5_17_86332","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"724","49_5_17_86332","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"725","49_5_17_88062","Utah",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"726","49_5_17_88062","Utah",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"727","49_5_25_85291","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"728","49_5_25_85291","Utah",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"729","49_5_25_85359","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"730","49_5_25_85359","Utah",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"731","49_5_25_85619","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"732","49_5_25_85619","Utah",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"733","49_5_25_87990","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"734","49_5_25_87990","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"735","49_5_25_88374","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"736","49_5_25_88374","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"737","49_5_25_88924","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"738","49_5_25_88924","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"739","49_5_53_80379","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"740","49_5_53_80379","Utah",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"741","49_5_53_81653","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"1"
"742","49_5_53_81653","Utah",122,"2",1,"A",3,74.96528,224.89584,"1",2010,"1"
"743","8_1_119_80818","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"744","8_1_119_80818","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"745","8_1_119_81506","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"746","8_1_119_81506","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"747","8_1_119_85289","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"748","8_1_119_85289","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"749","8_1_119_87171","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"750","8_1_119_87171","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"751","8_1_119_89999","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"752","8_1_119_89999","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"753","8_1_13_81153","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"754","8_1_13_81153","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"755","8_1_13_83608","Colorado",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"756","8_1_13_83608","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"757","8_1_13_83636","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"758","8_1_13_83636","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"759","8_1_13_84055","Colorado",122,"1",1,"A",5,74.96528,374.8264,NA,NA,"0"
"760","8_1_13_84055","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"761","8_1_13_85697","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"762","8_1_13_85697","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"763","8_1_13_88597","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"764","8_1_13_88597","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"765","8_1_13_90621","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"766","8_1_13_90621","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"767","8_1_19_82131","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"768","8_1_19_82131","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"769","8_1_35_87315","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"770","8_1_35_87315","Colorado",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"771","8_1_35_90047","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"772","8_1_35_90047","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"773","8_1_39_80925","Colorado",122,"1",1,"A",9,74.96528,674.68752,NA,NA,"0"
"774","8_1_39_80925","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"775","8_1_39_81657","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"776","8_1_39_81657","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"777","8_1_39_83097","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"778","8_1_39_83097","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"779","8_1_41_81367","Colorado",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"780","8_1_41_81367","Colorado",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"781","8_1_41_82912","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"782","8_1_41_82912","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"783","8_1_41_83674","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"784","8_1_41_83674","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"785","8_1_41_85234","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"786","8_1_41_85234","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"787","8_1_41_87477","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"788","8_1_41_87477","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"789","8_1_41_88019","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"790","8_1_41_88019","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"791","8_1_41_89061","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"792","8_1_41_89061","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"793","8_1_41_90615","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"794","8_1_41_90615","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"795","8_1_41_90835","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"796","8_1_41_90835","Colorado",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"797","8_1_41_91104","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"798","8_1_41_91104","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"799","8_1_41_91202","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"800","8_1_41_91202","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"801","8_1_59_86149","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"802","8_1_59_86149","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"803","8_1_59_87779","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"804","8_1_59_87779","Colorado",122,"2",1,"A",10,74.96528,749.6528,NA,NA,"0"
"805","8_1_59_89093","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"806","8_1_59_89093","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"807","8_1_59_89704","Colorado",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"0"
"808","8_1_59_89704","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"809","8_1_69_81083","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"810","8_1_69_81083","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"811","8_1_69_81390","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"812","8_1_69_81390","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"813","8_1_69_81610","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"814","8_1_69_81610","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"815","8_1_69_82387","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"816","8_1_69_82387","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"817","8_1_69_82579","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"818","8_1_69_82579","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"819","8_1_69_83476","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"820","8_1_69_83476","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"821","8_1_69_84369","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"1"
"822","8_1_69_84369","Colorado",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"823","8_1_69_84706","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"824","8_1_69_84706","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"825","8_1_69_85034","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"826","8_1_69_85034","Colorado",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"827","8_1_69_85548","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"828","8_1_69_85548","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"829","8_1_69_86017","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"830","8_1_69_86017","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"831","8_1_69_86512","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"832","8_1_69_86512","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"833","8_1_69_86529","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"834","8_1_69_86529","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"835","8_1_69_86831","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"836","8_1_69_86831","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"837","8_1_69_87151","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"838","8_1_69_87151","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"839","8_1_69_87504","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"840","8_1_69_87504","Colorado",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"841","8_1_69_87607","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"842","8_1_69_87607","Colorado",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"843","8_1_69_88036","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"844","8_1_69_88036","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"845","8_1_69_88439","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"846","8_1_69_88439","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"847","8_1_69_89203","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"848","8_1_69_89203","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"849","8_1_69_90232","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"850","8_1_69_90232","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"851","8_1_69_90710","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"852","8_1_69_90710","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"853","8_1_69_90881","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"854","8_1_69_90881","Colorado",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"855","8_1_93_82244","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"856","8_1_93_82244","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"857","8_1_93_82898","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"858","8_1_93_82898","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"859","8_1_93_83092","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"860","8_1_93_83092","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"861","8_1_93_84408","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"862","8_1_93_84408","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"863","8_1_93_84419","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"864","8_1_93_84419","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"865","8_1_93_84958","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"866","8_1_93_84958","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"867","8_1_93_85089","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"868","8_1_93_85089","Colorado",122,"2",1,"A",9,74.96528,674.68752,NA,NA,"0"
"869","8_1_93_87502","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"870","8_1_93_87502","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"871","8_1_93_88724","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"872","8_1_93_88724","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"873","8_1_93_89014","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"874","8_1_93_89014","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"875","8_1_93_89141","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"876","8_1_93_89141","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"877","8_1_93_89342","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"878","8_1_93_89342","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"879","8_1_93_89515","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"880","8_1_93_89515","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"881","8_1_93_90731","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"882","8_1_93_90731","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"883","8_2_101_88511","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"884","8_2_101_88511","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"885","8_2_15_80930","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"886","8_2_15_80930","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"887","8_2_15_81394","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"888","8_2_15_81394","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"889","8_2_23_81716","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"890","8_2_23_81716","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"891","8_2_23_81893","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"892","8_2_23_81893","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"893","8_2_23_88618","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"894","8_2_23_88618","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"895","8_2_27_84894","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"1"
"896","8_2_27_84894","Colorado",122,"2",1,"A",1,74.96528,74.96528,"1",2008,"1"
"897","8_2_27_88992","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"898","8_2_27_88992","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"899","8_2_43_82695","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"900","8_2_43_82695","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"901","8_2_43_86611","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"902","8_2_43_86611","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"903","8_2_43_89273","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"904","8_2_43_89273","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"905","8_2_55_83493","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"906","8_2_55_83493","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"907","8_2_55_85481","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"908","8_2_55_85481","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"909","8_2_71_81562","Colorado",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"910","8_2_71_81562","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"911","8_2_71_81685","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"912","8_2_71_81685","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"913","8_2_71_82586","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"914","8_2_71_82586","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"915","8_2_71_82689","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"916","8_2_71_82689","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"917","8_2_71_83523","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"918","8_2_71_83523","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"919","8_2_71_86442","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"920","8_2_71_86442","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"921","8_2_71_87238","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"922","8_2_71_87238","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"923","8_2_71_90984","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"924","8_2_71_90984","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"925","8_3_109_81912","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"926","8_3_109_81912","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"927","8_3_109_82455","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"928","8_3_109_82455","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"929","8_3_109_84277","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"930","8_3_109_84277","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"931","8_3_109_84513","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"932","8_3_109_84513","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"933","8_3_109_86077","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"934","8_3_109_86077","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"935","8_3_109_89489","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"936","8_3_109_89489","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"937","8_3_51_88763","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"938","8_3_51_88763","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"939","8_3_79_81895","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"940","8_3_79_81895","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"941","8_3_79_84778","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"942","8_3_79_84778","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"943","8_4_113_82337","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"944","8_4_113_82337","Colorado",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"945","8_4_113_89075","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"946","8_4_113_89075","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"947","8_4_113_90146","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"948","8_4_113_90146","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"949","8_4_33_84715","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"950","8_4_33_84715","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"951","8_4_67_81791","Colorado",122,"1",1,"A",41,74.96528,3073.57648,NA,NA,"0"
"952","8_4_67_81791","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"953","8_4_67_84611","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"954","8_4_67_84611","Colorado",122,"2",1,"A",10,74.96528,749.6528,NA,NA,"0"
"955","8_4_67_91105","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"956","8_4_67_91105","Colorado",122,"2",1,"A",20,74.96528,1499.3056,NA,NA,"0"
"957","8_4_7_82167","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"958","8_4_7_82167","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"959","8_4_77_80356","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"960","8_4_77_80356","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"961","8_4_83_81614","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"962","8_4_83_81614","Colorado",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"963","8_4_83_86505","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"964","8_4_83_86505","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
